"date","month","year","event","championship","decision","decision_group","round","time","p1_result","p1_id","p1_name","p1_country","p1_sex","p2_result","p2_id","p2_name","p2_country","p2_sex","wtClass"
"2/5/22",2,2022,"UFC Fight Night: Hermansson vs. Strickland",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3165010,"Dawodu, Hakeem","CAN","M","L",4294918,"Trizano, Michael","USA","M","Featherweight"
"6/12/21",6,2021,"UFC 263: Adesanya vs. Vettori 2",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3165010,"Dawodu, Hakeem","CAN","M","W",4029275,"Evloev, Movsar","RUS","M","Featherweight"
"9/26/20",9,2020,"UFC 253: Adesanya vs. Costa",FALSE,"Decision - Split","Decision","3","05:00:00","W",3165010,"Dawodu, Hakeem","CAN","M","L",3083644,"Tukhugov, Zubaira","RUS","M","Featherweight"
"7/27/19",7,2019,"UFC 240: Holloway vs. Edgar",FALSE,"KO/TKO","KO/TKO","3","04:09:00","W",3165010,"Dawodu, Hakeem","CAN","M","L",4565904,"Horie, Yoshinori","JPN","M","Featherweight"
"3/17/18",3,2018,"UFC Fight Night: Werdum vs. Volkov",FALSE,"Submission","Submission","1","00:39:00","L",3165010,"Dawodu, Hakeem","CAN","M","W",4237147,"Henry, Danny","SCT","M","Featherweight"
"3/18/17",3,2017,"WSOF 35: Ivanov vs. Jordan",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3165010,"Dawodu, Hakeem","CAN","M","L",2553049,"Siler, Steven","USA","M","Featherweight"
"6/5/15",6,2015,"WSOF 21: Palmer vs. Horodecki",FALSE,"TKO","KO/TKO","2","02:55:00","W",3165010,"Dawodu, Hakeem","CAN","M","L",3899036,"Willis, Chuka","USA","M","Lightweight"
"2/12/15",2,2015,"WSOF 18: Moraes vs. Hill",FALSE,"TKO","KO/TKO","3","01:59:00","W",3165010,"Dawodu, Hakeem","CAN","M","L",3005277,"Johnson, Tristan","USA","M","Featherweight"
"10/11/14",10,2014,"WSOF 14: Shields vs. Ford",FALSE,"TKO","KO/TKO","1","04:13:00","W",3165010,"Dawodu, Hakeem","CAN","M","L",3165120,"Malott, Mike","CAN","M","Welterweight"
"11/5/22",11,2022,"UFC Fight Night: Rodriguez vs. Lemos",FALSE,"Submission","Submission","3","02:05:00","W",3931156,"Dawson, Grant","USA","M","L",4409220,"Madsen, Mark O.","DEN","M","Lightweight"
"4/30/22",4,2022,"UFC Fight Night: Font vs. Vera",FALSE,"Submission","Submission","3","04:11:00","W",3931156,"Dawson, Grant","USA","M","L",3894823,"Gordon, Jared","USA","M","Featherweight"
"10/23/21",10,2021,"UFC Fight Night: Costa vs. Vettori",FALSE,"Draw","Unkown/Other","3","05:00:00","D",3931156,"Dawson, Grant","USA","M","D",3030256,"Glenn, Ricky","USA","M","Featherweight"
"3/20/21",3,2021,"UFC Fight Night: Brunson vs. Holland",FALSE,"KO/TKO","KO/TKO","3","04:59:00","W",3931156,"Dawson, Grant","USA","M","L",2500425,"Santos, Leonardo","BRA","M","Lightweight"
"7/18/20",7,2020,"UFC Fight Night: Figueiredo vs. Benavidez 2",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3931156,"Dawson, Grant","USA","M","L",3154673,"Narimani, Nad","ENG","M","Featherweight"
"2/29/20",2,2020,"UFC Fight Night: Benavidez vs. Figueiredo",FALSE,"Submission","Submission","2","01:38:00","W",3931156,"Dawson, Grant","USA","M","L",3121961,"Minner, Darrick","USA","M","Featherweight"
